date,trades,net_points,net_r,net_dollars
2019-08-05,0,0.0,0.0,0.0
2019-08-06,0,0.0,0.0,0.0
2019-08-07,0,0.0,0.0,0.0
2019-08-08,0,0.0,0.0,0.0
2019-08-09,1,-4.87,-0.23190476190476192,-19.48
2019-08-12,0,0.0,0.0,0.0
2019-08-13,0,0.0,0.0,0.0
2019-08-14,0,0.0,0.0,0.0
2019-08-15,0,0.0,0.0,0.0
2019-08-16,1,15.379999999999999,1.4849655172413418,123.03999999999999
2019-08-19,0,0.0,0.0,0.0
2019-08-20,0,0.0,0.0,0.0
2019-08-21,0,0.0,0.0,0.0
2019-08-22,0,0.0,0.0,0.0
2019-08-23,1,-17.37,-1.068923076923077,-104.22
2019-08-26,0,0.0,0.0,0.0
2019-08-27,0,0.0,0.0,0.0
2019-08-28,0,0.0,0.0,0.0
2019-08-29,0,0.0,0.0,0.0
2019-08-30,0,0.0,0.0,0.0
2019-09-03,0,0.0,0.0,0.0
2019-09-04,1,-9.620000000000001,-1.131764705882353,-96.20000000000002
2019-09-05,0,0.0,0.0,0.0
2019-09-06,0,0.0,0.0,0.0
2019-09-09,1,-10.370000000000001,-1.1210810810810812,-103.70000000000002
2019-09-10,0,0.0,0.0,0.0
2019-09-11,0,0.0,0.0,0.0
2019-09-12,0,0.0,0.0,0.0
2019-09-13,0,0.0,0.0,0.0
2019-09-16,0,0.0,0.0,0.0
2019-09-17,0,0.0,0.0,0.0
2019-09-18,0,0.0,0.0,0.0
2019-09-19,0,0.0,0.0,0.0
2019-09-20,0,0.0,0.0,0.0
2019-09-23,0,0.0,0.0,0.0
2019-09-24,1,7.63,1.1303703703703702,106.82
2019-09-25,0,0.0,0.0,0.0
2019-09-26,0,0.0,0.0,0.0
2019-09-27,0,0.0,0.0,0.0
2019-09-30,1,-9.120000000000001,-1.1400000000000001,-109.44000000000001
2019-10-01,0,0.0,0.0,0.0
2019-10-02,0,0.0,0.0,0.0
2019-10-03,0,0.0,0.0,0.0
2019-10-04,0,0.0,0.0,0.0
2019-10-07,0,0.0,0.0,0.0
2019-10-08,0,0.0,0.0,0.0
2019-10-09,0,0.0,0.0,0.0
2019-10-10,0,0.0,0.0,0.0
2019-10-11,0,0.0,0.0,0.0
2019-10-14,0,0.0,0.0,0.0
2019-10-15,0,0.0,0.0,0.0
2019-10-16,0,0.0,0.0,0.0
2019-10-17,0,0.0,0.0,0.0
2019-10-18,1,7.13,1.6100000000002834,156.85999999999999
2019-10-21,0,0.0,0.0,0.0
2019-10-22,0,0.0,0.0,0.0
2019-10-23,0,0.0,0.0,0.0
2019-10-24,0,0.0,0.0,0.0
2019-10-25,0,0.0,0.0,0.0
2019-10-28,0,0.0,0.0,0.0
2019-10-29,0,0.0,0.0,0.0
2019-10-30,0,0.0,0.0,0.0
2019-10-31,0,0.0,0.0,0.0
2019-11-01,0,0.0,0.0,0.0
2019-11-04,0,0.0,0.0,0.0
2019-11-05,0,0.0,0.0,0.0
2019-11-06,0,0.0,0.0,0.0
2019-11-07,0,0.0,0.0,0.0
2019-11-08,0,0.0,0.0,0.0
2019-11-11,0,0.0,0.0,0.0
2019-11-12,0,0.0,0.0,0.0
2019-11-13,0,0.0,0.0,0.0
2019-11-14,0,0.0,0.0,0.0
2019-11-15,0,0.0,0.0,0.0
2019-11-18,0,0.0,0.0,0.0
2019-11-19,0,0.0,0.0,0.0
2019-11-20,0,0.0,0.0,0.0
2019-11-21,1,-9.870000000000001,-1.1280000000000001,-98.70000000000002
2019-11-22,0,0.0,0.0,0.0
2019-11-25,0,0.0,0.0,0.0
2019-11-26,0,0.0,0.0,0.0
2019-11-27,0,0.0,0.0,0.0
2019-12-02,0,0.0,0.0,0.0
2019-12-03,0,0.0,0.0,0.0
2019-12-04,0,0.0,0.0,0.0
2019-12-05,0,0.0,0.0,0.0
2019-12-06,0,0.0,0.0,0.0
2019-12-09,0,0.0,0.0,0.0
2019-12-10,0,0.0,0.0,0.0
2019-12-11,0,0.0,0.0,0.0
2019-12-12,0,0.0,0.0,0.0
2019-12-13,0,0.0,0.0,0.0
2019-12-16,0,0.0,0.0,0.0
2019-12-17,0,0.0,0.0,0.0
2019-12-18,0,0.0,0.0,0.0
2019-12-19,0,0.0,0.0,0.0
2019-12-20,0,0.0,0.0,0.0
2019-12-23,0,0.0,0.0,0.0
2019-12-26,0,0.0,0.0,0.0
2019-12-27,0,0.0,0.0,0.0
2019-12-30,0,0.0,0.0,0.0
2019-12-31,0,0.0,0.0,0.0
2020-01-02,0,0.0,0.0,0.0
2020-01-03,0,0.0,0.0,0.0
2020-01-06,0,0.0,0.0,0.0
2020-01-07,0,0.0,0.0,0.0
2020-01-08,0,0.0,0.0,0.0
2020-01-09,0,0.0,0.0,0.0
2020-01-10,0,0.0,0.0,0.0
2020-01-13,0,0.0,0.0,0.0
2020-01-14,0,0.0,0.0,0.0
2020-01-15,0,0.0,0.0,0.0
2020-01-16,0,0.0,0.0,0.0
2020-01-17,0,0.0,0.0,0.0
2020-01-21,0,0.0,0.0,0.0
2020-01-22,0,0.0,0.0,0.0
2020-01-23,0,0.0,0.0,0.0
2020-01-24,0,0.0,0.0,0.0
2020-01-27,0,0.0,0.0,0.0
2020-01-28,0,0.0,0.0,0.0
2020-01-29,0,0.0,0.0,0.0
2020-01-30,0,0.0,0.0,0.0
2020-01-31,1,-1.62,-0.12226415094339624,-9.72
2020-02-03,0,0.0,0.0,0.0
2020-02-04,0,0.0,0.0,0.0
2020-02-05,1,-7.548571428570649,-1.1742222222222434,-105.67999999998909
2020-02-06,0,0.0,0.0,0.0
2020-02-07,0,0.0,0.0,0.0
2020-02-10,0,0.0,0.0,0.0
2020-02-11,0,0.0,0.0,0.0
2020-02-12,0,0.0,0.0,0.0
2020-02-13,0,0.0,0.0,0.0
2020-02-14,1,-14.870000000000001,-1.0814545454545454,-89.22
2020-02-18,0,0.0,0.0,0.0
2020-02-19,0,0.0,0.0,0.0
2020-02-20,0,0.0,0.0,0.0
2020-02-21,0,0.0,0.0,0.0
2020-02-24,0,0.0,0.0,0.0
2020-02-25,0,0.0,0.0,0.0
2020-02-26,0,0.0,0.0,0.0
2020-02-27,0,0.0,0.0,0.0
2020-02-28,0,0.0,0.0,0.0
2020-03-02,1,-36.37,-1.03177304964539,-72.74
2020-03-03,0,0.0,0.0,0.0
2020-03-04,0,0.0,0.0,0.0
2020-03-05,1,-22.62,-1.052093023255814,-90.48
2020-03-06,0,0.0,0.0,0.0
2020-03-10,0,0.0,0.0,0.0
2020-03-11,0,0.0,0.0,0.0
2020-03-13,0,0.0,0.0,0.0
2020-03-17,0,0.0,0.0,0.0
2020-03-19,0,0.0,0.0,0.0
2020-03-20,0,0.0,0.0,0.0
2020-03-23,0,0.0,0.0,0.0
2020-03-24,0,0.0,0.0,0.0
2020-03-25,0,0.0,0.0,0.0
2020-03-26,0,0.0,0.0,0.0
2020-03-27,0,0.0,0.0,0.0
2020-03-30,0,0.0,0.0,0.0
2020-03-31,0,0.0,0.0,0.0
2020-04-01,0,0.0,0.0,0.0
2020-04-02,0,0.0,0.0,0.0
2020-04-03,0,0.0,0.0,0.0
2020-04-06,0,0.0,0.0,0.0
2020-04-07,0,0.0,0.0,0.0
2020-04-08,0,0.0,0.0,0.0
2020-04-09,0,0.0,0.0,0.0
2020-04-13,0,0.0,0.0,0.0
2020-04-14,0,0.0,0.0,0.0
2020-04-15,0,0.0,0.0,0.0
2020-04-16,0,0.0,0.0,0.0
2020-04-17,0,0.0,0.0,0.0
2020-04-20,0,0.0,0.0,0.0
2020-04-21,0,0.0,0.0,0.0
2020-04-22,0,0.0,0.0,0.0
2020-04-23,0,0.0,0.0,0.0
2020-04-24,0,0.0,0.0,0.0
2020-04-27,0,0.0,0.0,0.0
2020-04-28,0,0.0,0.0,0.0
2020-04-29,0,0.0,0.0,0.0
2020-04-30,0,0.0,0.0,0.0
2020-05-01,0,0.0,0.0,0.0
2020-05-04,0,0.0,0.0,0.0
2020-05-05,0,0.0,0.0,0.0
2020-05-06,0,0.0,0.0,0.0
2020-05-07,0,0.0,0.0,0.0
2020-05-08,1,-16.816428571429352,-1.0713538111490295,-100.8985714285761
2020-05-11,1,-21.12,-1.056,-84.48
2020-05-12,0,0.0,0.0,0.0
2020-05-13,0,0.0,0.0,0.0
2020-05-14,0,0.0,0.0,0.0
2020-05-15,1,-22.602142857143118,-1.052136325852036,-90.40857142857247
2020-05-18,0,0.0,0.0,0.0
2020-05-19,0,0.0,0.0,0.0
2020-05-20,0,0.0,0.0,0.0
2020-05-21,0,0.0,0.0,0.0
2020-05-22,0,0.0,0.0,0.0
2020-05-26,0,0.0,0.0,0.0
2020-05-27,0,0.0,0.0,0.0
2020-05-28,0,0.0,0.0,0.0
2020-05-29,0,0.0,0.0,0.0
2020-06-01,0,0.0,0.0,0.0
2020-06-02,0,0.0,0.0,0.0
2020-06-03,0,0.0,0.0,0.0
2020-06-04,0,0.0,0.0,0.0
2020-06-05,0,0.0,0.0,0.0
2020-06-08,0,0.0,0.0,0.0
2020-06-09,0,0.0,0.0,0.0
2020-06-10,0,0.0,0.0,0.0
2020-06-11,0,0.0,0.0,0.0
2020-06-12,0,0.0,0.0,0.0
2020-06-15,0,0.0,0.0,0.0
2020-06-16,0,0.0,0.0,0.0
2020-06-17,0,0.0,0.0,0.0
2020-06-18,0,0.0,0.0,0.0
2020-06-19,0,0.0,0.0,0.0
2020-06-22,0,0.0,0.0,0.0
2020-06-23,0,0.0,0.0,0.0
2020-06-24,0,0.0,0.0,0.0
2020-06-25,0,0.0,0.0,0.0
2020-06-26,0,0.0,0.0,0.0
2020-06-29,0,0.0,0.0,0.0
2020-06-30,0,0.0,0.0,0.0
2020-07-01,0,0.0,0.0,0.0
2020-07-02,0,0.0,0.0,0.0
2020-07-06,0,0.0,0.0,0.0
2020-07-07,0,0.0,0.0,0.0
2020-07-08,0,0.0,0.0,0.0
2020-07-09,0,0.0,0.0,0.0
2020-07-10,0,0.0,0.0,0.0
2020-07-13,0,0.0,0.0,0.0
2020-07-14,0,0.0,0.0,0.0
2020-07-15,0,0.0,0.0,0.0
2020-07-16,1,-16.92357142857065,-1.0708700564971787,-101.54142857142389
2020-07-17,0,0.0,0.0,0.0
2020-07-20,0,0.0,0.0,0.0
2020-07-21,0,0.0,0.0,0.0
2020-07-22,0,0.0,0.0,0.0
2020-07-23,0,0.0,0.0,0.0
2020-07-24,0,0.0,0.0,0.0
2020-07-27,0,0.0,0.0,0.0
2020-07-28,0,0.0,0.0,0.0
2020-07-29,0,0.0,0.0,0.0
2020-07-30,0,0.0,0.0,0.0
2020-07-31,0,0.0,0.0,0.0
2020-08-03,0,0.0,0.0,0.0
2020-08-04,0,0.0,0.0,0.0
2020-08-05,1,-20.62,-1.0574358974358975,-82.48
2020-08-06,0,0.0,0.0,0.0
2020-08-07,0,0.0,0.0,0.0
2020-08-10,0,0.0,0.0,0.0
2020-08-11,0,0.0,0.0,0.0
2020-08-12,0,0.0,0.0,0.0
2020-08-13,0,0.0,0.0,0.0
2020-08-14,0,0.0,0.0,0.0
2020-08-17,0,0.0,0.0,0.0
2020-08-18,1,18.38,1.1858064516129032,110.28
2020-08-19,0,0.0,0.0,0.0
2020-08-20,0,0.0,0.0,0.0
2020-08-21,0,0.0,0.0,0.0
2020-08-24,0,0.0,0.0,0.0
2020-08-25,0,0.0,0.0,0.0
2020-08-26,0,0.0,0.0,0.0
2020-08-27,0,0.0,0.0,0.0
2020-08-28,0,0.0,0.0,0.0
2020-08-31,0,0.0,0.0,0.0
2020-09-01,0,0.0,0.0,0.0
2020-09-02,0,0.0,0.0,0.0
2020-09-03,0,0.0,0.0,0.0
2020-09-04,0,0.0,0.0,0.0
2020-09-08,0,0.0,0.0,0.0
2020-09-09,0,0.0,0.0,0.0
2020-09-10,0,0.0,0.0,0.0
2020-09-11,0,0.0,0.0,0.0
2020-09-14,0,0.0,0.0,0.0
2020-09-15,0,0.0,0.0,0.0
2020-09-16,0,0.0,0.0,0.0
2020-09-17,0,0.0,0.0,0.0
2020-09-18,0,0.0,0.0,0.0
2020-09-21,0,0.0,0.0,0.0
2020-09-22,0,0.0,0.0,0.0
2020-09-23,0,0.0,0.0,0.0
2020-09-24,0,0.0,0.0,0.0
2020-09-25,0,0.0,0.0,0.0
2020-09-28,0,0.0,0.0,0.0
2020-09-29,0,0.0,0.0,0.0
2020-09-30,0,0.0,0.0,0.0
2020-10-01,1,-18.67357142857065,-1.0638046795523934,-74.6942857142826
2020-10-02,0,0.0,0.0,0.0
2020-10-05,0,0.0,0.0,0.0
2020-10-06,0,0.0,0.0,0.0
2020-10-07,0,0.0,0.0,0.0
2020-10-08,0,0.0,0.0,0.0
2020-10-09,0,0.0,0.0,0.0
2020-10-12,0,0.0,0.0,0.0
2020-10-13,0,0.0,0.0,0.0
2020-10-14,0,0.0,0.0,0.0
2020-10-15,0,0.0,0.0,0.0
2020-10-16,0,0.0,0.0,0.0
2020-10-19,0,0.0,0.0,0.0
2020-10-20,0,0.0,0.0,0.0
2020-10-21,0,0.0,0.0,0.0
2020-10-22,0,0.0,0.0,0.0
2020-10-23,0,0.0,0.0,0.0
2020-10-26,0,0.0,0.0,0.0
2020-10-27,0,0.0,0.0,0.0
2020-10-28,0,0.0,0.0,0.0
2020-10-29,0,0.0,0.0,0.0
2020-10-30,0,0.0,0.0,0.0
2020-11-02,0,0.0,0.0,0.0
2020-11-03,0,0.0,0.0,0.0
2020-11-04,0,0.0,0.0,0.0
2020-11-05,0,0.0,0.0,0.0
2020-11-06,0,0.0,0.0,0.0
2020-11-09,0,0.0,0.0,0.0
2020-11-10,0,0.0,0.0,0.0
2020-11-11,0,0.0,0.0,0.0
2020-11-12,0,0.0,0.0,0.0
2020-11-13,0,0.0,0.0,0.0
2020-11-16,0,0.0,0.0,0.0
2020-11-17,0,0.0,0.0,0.0
2020-11-18,0,0.0,0.0,0.0
2020-11-19,0,0.0,0.0,0.0
2020-11-20,0,0.0,0.0,0.0
2020-11-23,0,0.0,0.0,0.0
2020-11-24,0,0.0,0.0,0.0
2020-11-25,0,0.0,0.0,0.0
2020-11-30,0,0.0,0.0,0.0
2020-12-01,0,0.0,0.0,0.0
2020-12-02,0,0.0,0.0,0.0
2020-12-03,0,0.0,0.0,0.0
2020-12-04,0,0.0,0.0,0.0
2020-12-07,0,0.0,0.0,0.0
2020-12-08,0,0.0,0.0,0.0
2020-12-09,0,0.0,0.0,0.0
2020-12-10,0,0.0,0.0,0.0
2020-12-11,0,0.0,0.0,0.0
2020-12-14,0,0.0,0.0,0.0
2020-12-15,0,0.0,0.0,0.0
2020-12-16,0,0.0,0.0,0.0
2020-12-17,0,0.0,0.0,0.0
2020-12-18,0,0.0,0.0,0.0
2020-12-21,0,0.0,0.0,0.0
2020-12-22,0,0.0,0.0,0.0
2020-12-23,0,0.0,0.0,0.0
2020-12-28,0,0.0,0.0,0.0
2020-12-29,0,0.0,0.0,0.0
2020-12-30,1,-7.12,-1.1866666666666668,-113.92
2020-12-31,0,0.0,0.0,0.0
2021-01-04,0,0.0,0.0,0.0
2021-01-05,0,0.0,0.0,0.0
2021-01-06,0,0.0,0.0,0.0
2021-01-07,0,0.0,0.0,0.0
2021-01-08,0,0.0,0.0,0.0
2021-01-11,0,0.0,0.0,0.0
2021-01-12,0,0.0,0.0,0.0
2021-01-13,0,0.0,0.0,0.0
2021-01-14,0,0.0,0.0,0.0
2021-01-15,0,0.0,0.0,0.0
2021-01-19,0,0.0,0.0,0.0
2021-01-20,0,0.0,0.0,0.0
2021-01-21,1,15.629999999999999,1.1323156532987504,93.78
2021-01-22,0,0.0,0.0,0.0
2021-01-25,0,0.0,0.0,0.0
2021-01-26,0,0.0,0.0,0.0
2021-01-27,0,0.0,0.0,0.0
2021-01-28,0,0.0,0.0,0.0
2021-01-29,0,0.0,0.0,0.0
2021-02-01,0,0.0,0.0,0.0
2021-02-02,0,0.0,0.0,0.0
2021-02-03,0,0.0,0.0,0.0
2021-02-04,0,0.0,0.0,0.0
2021-02-05,0,0.0,0.0,0.0
2021-02-08,0,0.0,0.0,0.0
2021-02-09,0,0.0,0.0,0.0
2021-02-10,0,0.0,0.0,0.0
2021-02-11,0,0.0,0.0,0.0
2021-02-12,0,0.0,0.0,0.0
2021-02-16,0,0.0,0.0,0.0
2021-02-17,0,0.0,0.0,0.0
2021-02-18,0,0.0,0.0,0.0
2021-02-19,0,0.0,0.0,0.0
2021-02-22,0,0.0,0.0,0.0
2021-02-23,0,0.0,0.0,0.0
2021-02-24,0,0.0,0.0,0.0
2021-02-25,0,0.0,0.0,0.0
2021-02-26,0,0.0,0.0,0.0
2021-03-01,0,0.0,0.0,0.0
2021-03-02,0,0.0,0.0,0.0
2021-03-03,0,0.0,0.0,0.0
2021-03-04,0,0.0,0.0,0.0
2021-03-05,0,0.0,0.0,0.0
2021-03-08,0,0.0,0.0,0.0
2021-03-09,0,0.0,0.0,0.0
2021-03-10,0,0.0,0.0,0.0
2021-03-11,0,0.0,0.0,0.0
2021-03-12,0,0.0,0.0,0.0
2021-03-15,0,0.0,0.0,0.0
2021-03-16,0,0.0,0.0,0.0
2021-03-17,0,0.0,0.0,0.0
2021-03-18,0,0.0,0.0,0.0
2021-03-19,0,0.0,0.0,0.0
2021-03-22,0,0.0,0.0,0.0
2021-03-23,0,0.0,0.0,0.0
2021-03-24,0,0.0,0.0,0.0
2021-03-25,0,0.0,0.0,0.0
2021-03-26,0,0.0,0.0,0.0
2021-03-29,0,0.0,0.0,0.0
2021-03-30,0,0.0,0.0,0.0
2021-03-31,0,0.0,0.0,0.0
2021-04-01,0,0.0,0.0,0.0
2021-04-05,0,0.0,0.0,0.0
2021-04-06,0,0.0,0.0,0.0
2021-04-07,0,0.0,0.0,0.0
2021-04-08,0,0.0,0.0,0.0
2021-04-09,0,0.0,0.0,0.0
2021-04-12,0,0.0,0.0,0.0
2021-04-13,0,0.0,0.0,0.0
2021-04-14,0,0.0,0.0,0.0
2021-04-15,0,0.0,0.0,0.0
2021-04-16,0,0.0,0.0,0.0
2021-04-19,0,0.0,0.0,0.0
2021-04-20,0,0.0,0.0,0.0
2021-04-21,0,0.0,0.0,0.0
2021-04-22,0,0.0,0.0,0.0
2021-04-23,0,0.0,0.0,0.0
2021-04-26,0,0.0,0.0,0.0
2021-04-27,0,0.0,0.0,0.0
2021-04-28,0,0.0,0.0,0.0
2021-04-29,0,0.0,0.0,0.0
2021-04-30,0,0.0,0.0,0.0
2021-05-03,0,0.0,0.0,0.0
2021-05-04,0,0.0,0.0,0.0
2021-05-05,0,0.0,0.0,0.0
2021-05-06,0,0.0,0.0,0.0
2021-05-07,0,0.0,0.0,0.0
2021-05-10,0,0.0,0.0,0.0
2021-05-11,0,0.0,0.0,0.0
2021-05-12,0,0.0,0.0,0.0
2021-05-13,0,0.0,0.0,0.0
2021-05-14,0,0.0,0.0,0.0
2021-05-17,0,0.0,0.0,0.0
2021-05-18,0,0.0,0.0,0.0
2021-05-19,0,0.0,0.0,0.0
2021-05-20,0,0.0,0.0,0.0
2021-05-21,0,0.0,0.0,0.0
2021-05-24,0,0.0,0.0,0.0
2021-05-25,0,0.0,0.0,0.0
2021-05-26,0,0.0,0.0,0.0
2021-05-27,0,0.0,0.0,0.0
2021-05-28,0,0.0,0.0,0.0
2021-06-01,0,0.0,0.0,0.0
2021-06-02,0,0.0,0.0,0.0
2021-06-03,0,0.0,0.0,0.0
2021-06-04,0,0.0,0.0,0.0
2021-06-07,0,0.0,0.0,0.0
2021-06-08,0,0.0,0.0,0.0
2021-06-09,0,0.0,0.0,0.0
2021-06-10,0,0.0,0.0,0.0
2021-06-11,0,0.0,0.0,0.0
2021-06-14,0,0.0,0.0,0.0
2021-06-15,0,0.0,0.0,0.0
2021-06-16,0,0.0,0.0,0.0
2021-06-17,0,0.0,0.0,0.0
2021-06-18,0,0.0,0.0,0.0
2021-06-21,0,0.0,0.0,0.0
2021-06-22,0,0.0,0.0,0.0
2021-06-23,0,0.0,0.0,0.0
2021-06-24,0,0.0,0.0,0.0
2021-06-25,0,0.0,0.0,0.0
2021-06-28,0,0.0,0.0,0.0
2021-06-29,0,0.0,0.0,0.0
2021-06-30,0,0.0,0.0,0.0
2021-07-01,0,0.0,0.0,0.0
2021-07-02,0,0.0,0.0,0.0
2021-07-06,0,0.0,0.0,0.0
2021-07-07,0,0.0,0.0,0.0
2021-07-08,0,0.0,0.0,0.0
2021-07-09,0,0.0,0.0,0.0
2021-07-12,0,0.0,0.0,0.0
2021-07-13,0,0.0,0.0,0.0
2021-07-14,0,0.0,0.0,0.0
2021-07-15,0,0.0,0.0,0.0
2021-07-16,0,0.0,0.0,0.0
2021-07-19,0,0.0,0.0,0.0
2021-07-20,1,24.13,1.149047619047619,96.52
2021-07-21,0,0.0,0.0,0.0
2021-07-22,0,0.0,0.0,0.0
2021-07-23,0,0.0,0.0,0.0
2021-07-26,0,0.0,0.0,0.0
2021-07-27,0,0.0,0.0,0.0
2021-07-28,0,0.0,0.0,0.0
2021-07-29,0,0.0,0.0,0.0
2021-07-30,0,0.0,0.0,0.0
2021-08-02,0,0.0,0.0,0.0
2021-08-03,0,0.0,0.0,0.0
2021-08-04,0,0.0,0.0,0.0
2021-08-05,0,0.0,0.0,0.0
2021-08-06,0,0.0,0.0,0.0
2021-08-09,0,0.0,0.0,0.0
2021-08-10,0,0.0,0.0,0.0
2021-08-11,0,0.0,0.0,0.0
2021-08-12,0,0.0,0.0,0.0
2021-08-13,0,0.0,0.0,0.0
2021-08-16,0,0.0,0.0,0.0
2021-08-17,0,0.0,0.0,0.0
2021-08-18,0,0.0,0.0,0.0
2021-08-19,0,0.0,0.0,0.0
2021-08-20,0,0.0,0.0,0.0
2021-08-23,0,0.0,0.0,0.0
2021-08-24,1,-2.62,-0.18385964912280703,-15.72
2021-08-25,0,0.0,0.0,0.0
2021-08-26,0,0.0,0.0,0.0
2021-08-27,0,0.0,0.0,0.0
2021-08-30,0,0.0,0.0,0.0
2021-08-31,0,0.0,0.0,0.0
2021-09-01,0,0.0,0.0,0.0
2021-09-02,1,-12.620000000000001,-1.0973913043478263,-100.96000000000001
2021-09-03,0,0.0,0.0,0.0
2021-09-07,0,0.0,0.0,0.0
2021-09-08,0,0.0,0.0,0.0
2021-09-09,0,0.0,0.0,0.0
2021-09-10,0,0.0,0.0,0.0
2021-09-13,0,0.0,0.0,0.0
2021-09-14,0,0.0,0.0,0.0
2021-09-15,0,0.0,0.0,0.0
2021-09-16,0,0.0,0.0,0.0
2021-09-17,0,0.0,0.0,0.0
2021-09-20,0,0.0,0.0,0.0
2021-09-21,0,0.0,0.0,0.0
2021-09-22,0,0.0,0.0,0.0
2021-09-23,0,0.0,0.0,0.0
2021-09-24,0,0.0,0.0,0.0
2021-09-27,0,0.0,0.0,0.0
2021-09-28,0,0.0,0.0,0.0
2021-09-29,0,0.0,0.0,0.0
2021-09-30,0,0.0,0.0,0.0
2021-10-01,0,0.0,0.0,0.0
2021-10-04,0,0.0,0.0,0.0
2021-10-05,0,0.0,0.0,0.0
2021-10-06,0,0.0,0.0,0.0
2021-10-07,0,0.0,0.0,0.0
2021-10-08,0,0.0,0.0,0.0
2021-10-11,0,0.0,0.0,0.0
2021-10-12,0,0.0,0.0,0.0
2021-10-13,0,0.0,0.0,0.0
2021-10-14,0,0.0,0.0,0.0
2021-10-15,0,0.0,0.0,0.0
2021-10-18,0,0.0,0.0,0.0
2021-10-19,0,0.0,0.0,0.0
2021-10-20,0,0.0,0.0,0.0
2021-10-21,0,0.0,0.0,0.0
2021-10-22,0,0.0,0.0,0.0
2021-10-25,0,0.0,0.0,0.0
2021-10-26,0,0.0,0.0,0.0
2021-10-27,1,-30.62,-0.7953246753246753,-61.24
2021-10-28,0,0.0,0.0,0.0
2021-10-29,0,0.0,0.0,0.0
2021-11-01,0,0.0,0.0,0.0
2021-11-02,0,0.0,0.0,0.0
2021-11-03,0,0.0,0.0,0.0
2021-11-04,0,0.0,0.0,0.0
2021-11-05,0,0.0,0.0,0.0
2021-11-08,0,0.0,0.0,0.0
2021-11-09,0,0.0,0.0,0.0
2021-11-10,0,0.0,0.0,0.0
2021-11-11,0,0.0,0.0,0.0
2021-11-12,0,0.0,0.0,0.0
2021-11-15,0,0.0,0.0,0.0
2021-11-16,0,0.0,0.0,0.0
2021-11-17,0,0.0,0.0,0.0
2021-11-18,0,0.0,0.0,0.0
2021-11-19,0,0.0,0.0,0.0
2021-11-22,0,0.0,0.0,0.0
2021-11-23,0,0.0,0.0,0.0
2021-11-24,0,0.0,0.0,0.0
2021-11-29,0,0.0,0.0,0.0
2021-11-30,0,0.0,0.0,0.0
2021-12-01,0,0.0,0.0,0.0
2021-12-02,0,0.0,0.0,0.0
2021-12-03,0,0.0,0.0,0.0
2021-12-06,0,0.0,0.0,0.0
2021-12-07,0,0.0,0.0,0.0
2021-12-08,0,0.0,0.0,0.0
2021-12-09,0,0.0,0.0,0.0
2021-12-10,0,0.0,0.0,0.0
2021-12-13,0,0.0,0.0,0.0
2021-12-14,0,0.0,0.0,0.0
